P,E,Q
0.675862068,6.218965517,0.019125697
0.489655174,6.205172414,0.019125697
0.139655174,6.225862069,0.019125697
1.325862055,6.082758621,0.019125697
3.168965531,6.318965517,0.019125697
5.681034502,5.877586207,0.019125697
10.14310344,4.672413793,0.019125697
17.17068973,4.482758621,0.019125697
3.472413805,4.00862069,0.019125697
0.318965517,4.69137931,0.019125697
8.044827544,5.213793103,0.019125697
11.17068969,5.006896552,0.031296595
2.194827595,4.203448276,0.031296595
2.717241382,4.782758621,0.031296595
10.06206894,4.946551724,0.031296595
3.658620721,5.056896552,0.031296595
12.2396552,4.581034483,0.06259319
5.194827585,3.529310345,0.046944892
3.379310347,4.006896552,0.046944892
6.968965562,3.960344828,0.078241487
1.043103452,4.667241379,0.093889784
5.405172436,4.601724138,0.125186379
13.16379308,4.398275862,0.130402478
6.075862081,4.055172414,0.149528175
5.534482788,3.822413793,0.206209786
7.289655094,4.332758621,0.23380295
7.8362069,3.620689655,0.295718047
15.94999992,4.044827586,0.479203028
22.73275882,4.205172414,0.231090579
13.80689658,3.94137931,0.692750127
4.717241362,3.979310345,0.665904603
7.503448334,4.451724138,0.741955328
18.00344828,3.994827586,1.668021569
13.56034487,3.275862069,1.878786749
2.649999964,3.863793103,1.909892086
6.744827634,4.222413793,2.284425391
9.68965508,4.44137931,2.89917745
25.0586205,4.539655172,3.298817578
25.02241362,3.15,2.814641869
15.2534483,2.929310345,2.763298067
27.82413803,3.510344828,2.843156544
33.08620684,3.387931034,3.69844032
13.59482755,3.079310345,7.06000757
11.43448278,3.465517241,6.565486598
17.20000009,4.067241379,8.593192977
11.14310347,3.772413793,7.574454042
19.53965514,4.068965517,7.292506497
35.78793103,3.310344828,6.272480922
45.5913792,2.889655172,7.24622231
51.71724105,2.474137931,14.25448618
10.36896551,2.905172414,24.60296605
0.079310344,4.039655172,21.27250414
1.462068964,4.355172414,12.81656413
7.468965537,3.948275862,12.106966
9.451724155,4.072413793,12.72992472
17.51551714,3.184482759,9.51588614
17.06551723,2.836206897,6.111286072
7.86896548,3.872413793,5.27810117
21.6465517,3.687931034,4.803975145
45.79310324,3.729310345,4.753813659
23.26551716,3.651724138,7.186341492
7.220689649,3.239655172,8.672095171
5.079310323,3.582758621,7.089513304
9.955172383,3.363793103,9.026407398
5.715517224,3.465517241,8.458374202
1.431034492,3.803448276,9.025329404
5.546551708,4.294827586,7.64487138
4.651724126,3.686206897,5.973042058
7.208620639,3.955172414,5.570220109
2.248275879,4.068965517,5.04730617
3.546551713,4.168965517,4.656359539
4.101724126,4.162068966,4.612596468
5.106896542,3.910344828,4.3357607
8.986206942,3.95862069,4.162794852
19.44655162,3.434482759,4.152606071
35.2431036,3.198275862,4.221649837
39.37241396,3.039655172,4.360085109
16.74137928,3.086206897,8.309385024
3.127586211,3.582758621,13.59489305
5.996551767,3.472413793,16.14452231
35.79655162,3.582758621,11.92921873
32.10517274,2.975862069,9.395933247
7.46379311,3.077586207,9.25869768
4.570689644,3.427586207,9.20791026
0.913793104,3.722413793,9.102701541
4.762068964,3.953448276,8.562835281
5.367241395,3.613793103,7.647149076
1.765517259,3.486206897,6.022282034
1.005172412,3.787931034,6.077503137
4.794827596,3.479310345,6.126082406
19.03965512,3.348275862,6.859657202
4.668965521,3.40862069,6.139053107
1.317241376,3.662068966,5.79423418
0.131034481,3.998275862,4.946270329
1.041379304,3.813793103,5.140048412
1.075862081,3.901724138,5.10376175
1.289655196,4.079310345,4.413289319
3.496551729,4.044827586,3.674324556
4.822413826,3.50862069,2.906427827
3.656896553,4.003448276,2.966152163
0.162068967,4.018965517,2.428667919
0.186206898,3.815517241,2.58089108
13.77068968,3.832758621,2.590175737
12.23965515,3.793103448,2.595809123
3.056896574,3.994827586,2.968203828
7.289655244,3.944827586,3.432193233
11.0655171,3.796551724,3.399662162
12.44999996,4.177586207,2.925379653
21.71896558,3.829310345,2.915434291
5.812068933,3.315517241,2.934559989
13.14655176,3.336206897,2.895613116
8.39310339,3.367241379,2.940488955
4.515517208,3.363793103,3.435479376
3.63965518,3.55862069,3.451405864
1.451724156,3.601724138,3.449667164
6.629310368,3.79137931,3.465958781
4.491379318,4.110344828,2.903228619
7.065517221,4.017241379,2.957893338
5.084482778,3.679310345,3.156539781
9.453448329,3.475862069,3.160138888
12.31206901,2.805172414,3.152697254
48.68103427,2.477586207,3.10582191
16.70689661,2.5,2.849885313
0.970689657,2.615517241,4.19332642
2.946551699,3.060344828,3.37552901
0.013793103,3.931034483,3.360176291
0.015517242,3.943103448,3.882186106
0,3.986206897,3.878882577
0,3.613793103,2.904428321
0,4.267241379,2.466102125
0,3.989655172,2.076216102
0.796551711,3.593103448,2.075555395
0.251724135,3.3,1.642028009
1.391379316,3.44137931,1.637976838
3.56896551,3.398275862,0.862864506
0.898275861,3.175862069,0.846207763
4.537931019,3.081034483,0.794846574
14.89655171,3.10862069,0.73713913
34.50344806,2.277586207,1.036299803
14.37758624,3.012068966,1.02739766
0,3.503448276,1.99001137
0.003448276,3.777586207,2.806730786
0,3.505172414,2.841678649
13.89482761,2.925862069,2.757629906
0.041379312,3.039655172,2.818745201
0,3.513793103,1.919141969
1.910344815,3.636206897,2.011884211
2.965517229,3.512068966,1.546990682
0.09137931,3.501724138,1.551441754
1.33103447,3.710344828,1.336399373
0.07413793,2.510344828,1.292392884
0,3.798275862,0.79394245
0,3.843103448,0.970316149
0,3.805172414,0.97302852
0,3.762068966,0.973793548
0,3.775862069,0.740546982
0.055172413,3.777586207,0.731853483
0,3.8,0.69487134
0,3.739655172,0.858448209
0,3.596551724,0.505892068
0,3.584482759,0.505926842
0,3.610344828,0.520166793
0,3.722413793,0.536371474
0,3.825862069,0.531259697
0,3.701724138,0.530129542
0,3.818965517,0.529538384
0,3.868965517,0.529016775
0,3.834482759,0.216189922
0,3.518965517,0.233194405
0,3.715517241,0.265725477
0,3.65,0.265725477
0,3.777586207,0.265621155
0,3.674137931,0.265516833
0,3.603448276,0.237315124
0,3.517241379,0.277687731
0,3.496551724,0.281060809
0,3.434482759,0.2809391
0,3.555172414,0.281165131
0,3.706896552,0.289632598
0,3.756896552,0.291371298
0,3.706896552,0.298552128
0,3.696551724,0.305280895
0,3.943103448,0.326145292
0,3.844827586,0.326145292
0,3.810344828,0.326371323
0,3.725862069,0.327449317
0,3.617241379,0.270854641
0,3.54137931,0.205166566
0,3.603448276,0.213860065
0,3.529310345,0.196473068
2.632758628,2.85,0.130402478
48.52586229,2.024137931,0.288728474
28.88620674,2.520689655,0.261204858
0.005172414,3.046551724,0.266420957
0,3.334482759,0.283807954
0,3.434482759,0.301194951
0,3.40862069,0.331152747
0,3.448275862,0.339394184
0,3.346551724,0.289180536
0,3.160344828,0.302498976
0,2.963793103,0.297874035
0.725862066,2.668965517,0.284781626
2.025862062,2.331034483,0.284694691
0,2.403448276,0.283025539
0.001724138,3.074137931,0.283025539
0,3.14137931,0.300412536
0,3.255172414,0.285390171
0,3.39137931,0.281912772
0,3.443103448,0.281930158
0,3.346551724,0.28059136
0,3.30862069,0.27607074
0,3.315517241,0.276001192
0,3.225862069,0.27607074
0,3.089655172,0.263673811
0,3.303448276,0.249590344
0,3.601724138,0.251363817
0,3.55862069,0.254841217
0,3.639655172,0.256579917
0.05,3.698275862,0.236463161
0.075862068,3.763793103,0.236463161
0.017241379,3.729310345,0.238201861
0,3.762068966,0.232985762
0,3.970689655,0.232985762
0,3.863793103,0.227769662
0,4.022413793,0.227769662
0,3.877586207,0.226030963
0,3.798275862,0.217337464
0,3.9,0.213860065
0,3.694827586,0.211599755
0,3.296551724,0.206505365
0.084482759,3.077586207,0.196194876
1.662068992,3.060344828,0.196194876
8.136206871,2.837931034,0.196194876
8.875862068,2.925862069,0.196194876
0.348275863,3.101724138,0.185032423
0.087931037,3.084482759,0.185032423
2.606896571,2.85,0.185032423
9.346551774,2.95,0.185032423
2.232758606,3.310344828,0.185032423
1.900000029,3.175862069,0.196194876
1.839655196,3.018965517,0.20763552
0.218965515,3.648275862,0.217789526
0.053448277,3.653448276,0.310809961
0.610344827,3.593103448,0.353877553
0.198275864,3.798275862,0.3535472
0,4.022413793,0.354190519
0,4.001724138,0.354833837
0,4.115517241,0.398005751
0,4.2,0.387695262
0,4.043103448,0.340298308
0,4.086206897,0.308341007
0,4.14137931,0.311818406
0,4.4,0.325814939
0,4.451724138,0.272993242
0,4.40862069,0.229734393
0,4.422413793,0.233211792
0,4.410344828,0.233211792
0,4.555172414,0.233211792
0,4.582758621,0.233211792
0,4.65862069,0.229734393
0,4.903448276,0.229734393
0,4.975862069,0.229734393
0,4.882758621,0.229734393
0.129310346,5.031034483,0.229734393
0,5.05,0.206157625
0,4.948275862,0.211199854
0,4.770689655,0.211199854
0,5.005172414,0.211199854
0,5.136206897,0.219476065
0,5.437931034,0.22622222
0,5.446551724,0.22622222
0,5.320689655,0.22622222
0,5.422413793,0.22622222
0,5.343103448,0.22622222
0,4.998275862,0.22622222
4.400000001,4.8,0.208835223
0.644827582,4.725862069,0.205479532
0,4.837931034,0.203497414
0,5.005172414,0.199046343
0,5.106896552,0.179920646
0,5.627586207,0.179920646
0,5.931034483,0.179538132
0,6.05,0.183658851
0,6.15,0.18713625
0,6,0.18713625
0,6.046551724,0.18713625
0,6.025862069,0.18713625
0,5.844827586,0.18713625
0,5.670689655,0.18713625
0,5.544827586,0.188666306
0,5.412068966,0.188666306
0,5.496551724,0.185188906
0,5.368965517,0.185188906
0,5.287931034,0.185188906
0,5.105172414,0.178095012
0,5.189655172,0.173887358
0,5.025862069,0.168358293
1.09999999,5.296551724,0.168358293
0.079310345,4.906896552,0.159664795
3.918965515,5.115517241,0.154744274
0.199999998,5.051724138,0.151492906
11.0258621,5.386206897,0.151492906
0,5.425862069,0.151492906
4.168965514,5.274137931,0.140956386
0,5.210344828,0.140956386
0.062068966,5.796551724,0.136540088
0.715517242,5.682758621,0.13346259
3.032758636,5.439655172,0.124560447
3.117241367,5.620689655,0.124560447
1.046551717,5.637931034,0.124560447
0,5.720689655,0.144016497
0,5.85,0.149232596
0,6.072413793,0.171592275
0,5.95862069,0.173504844
0,6.106896552,0.170844634
0,6.224137931,0.169123321
0,6.131034483,0.17781682
1.110344828,5.937931034,0.226778604
1.000000001,5.715517241,0.246478071
1.355172414,5.50862069,0.242931124
6.015517265,5.798275862,0.239905786
1.134482768,5.489655172,0.104443692
19.50862064,5.655172414,0.055638391
0.439655182,5.174137931,0.055638391
1.615517255,5.425862069,0
0.151724139,5.644827586,0.033400421
0.560344831,5.670689655,0.193673761
1.38448275,5.305172414,0.194890851
3.94482757,5.475862069,0.095976224
0,5.574137931,0.143720918
0,5.498275862,0.145198813
0.134482757,5.136206897,0.239210306
3.358620675,4.836206897,0.283338505
0.744827567,4.360344828,0.280434877
1.25689654,4.579310345,0.271167607
0.096551726,5.124137931,0.090377611
0,5.187931034,0
0,5.420689655,0
0.060344829,5.553448276,0.12697724
4.936206844,5.825862069,0.12697724
2.258620649,5.527586207,0.126316534
0.012068966,6.367241379,0.110285723
1.329310333,5.4,0.126316534
1.231034484,5.439655172,0.125812311
1.070689653,4.584482759,0.124577834
0.012068966,4.696551724,0.125273314
0,4.770689655,0.142225637
0,5.448275862,0.141234578
0,6.075862069,0.141477996
0.012068966,6.162068966,0.139965327
0,6.374137931,0.142103928
0,6.087931034,0.142521215
0.051724138,5.984482759,0.143094986
7.179310288,6.244827586,0.144711977
2.648275861,5.267241379,0.150919135
6.027586171,5.812068966,0.150049785
0.250000008,5.663793103,0.15326638
3.246551767,5.687931034,0.153527185
0.117241377,5.744827586,0.185675742
0.012068966,5.40862069,0.192543606
0.341379309,5.736206897,0.144851073
0.001724138,5.424137931,0.149858528
7.65000001,5.736206897,0.155283271
1.246551707,4.653448276,0.163524708
1.81379308,5.593103448,0.166550045
0.986206891,5.486206897,0.169784027
4.146551722,5.003448276,0.151614615
6.041379302,5.431034483,0.156830714
5.894827537,5.375862069,0.159803891
5.082758643,5.415517241,0.187883891
25.92241372,5.005172414,0.210747792
81.42241388,3.079310345,0.18325895
54.62068928,3.112068966,0.143668757
4.820689684,3.498275862,1.985490751
0.594827588,4.065517241,4.677102227
1.232758632,4.272413793,2.775399416
5.210344845,4.45862069,6.0952031
0.889655174,4.101724138,5.314944217
0.029310345,4.298275862,4.343376204
0.124137931,4.615517241,2.673668097
0.072413793,4.851724138,2.769574773
0.089655172,5.070689655,1.136779259
0,4.994827586,0.373385763
0,5.087931034,0.213860065
0.199999998,5.531034483,0.528877679
0.14137931,5.05,0.670129643
0.848275871,5.405172414,0.453505046
3.331034474,5.320689655,0.488678941
6.934482811,4.95862069,0.445385318
1.991379311,4.327586207,0.363370853
3.560344797,4.9,0.498693852
8.318965504,4.551724138,0.367317701
9.563793148,4.481034483,0.368934692
10.96724128,4.484482759,0.348157231
0.781034479,4.337931034,0.429615312
2.589655158,4.665517241,0.376045974
5.936206895,4.544827586,0.391520401
4.918965543,4.436206897,0.322354927
6.591379291,4.712068966,0.336542716
4.615517251,4.525862069,0.359284909
19.06896551,4.734482759,0.359076265
10.66034485,4.260344828,0.418817987
19.78620696,3.943103448,0.410037553
21.0793104,3.213793103,0.41827899
9.448275717,3.275862069,1.084844299
1.625862067,3.868965517,0.660723278
4.982758589,4.077586207,0.698974672
2.001724134,4.318965517,0.698001
2.199999963,4.075862069,0.627114212
0.570689657,4.684482759,0.717787402
17.42241395,5.15862069,0.875817819
13.21206899,3.718965517,0.870062723
18.09827596,4.029310345,0.864359788
4.812068999,3.615517241,0.827499354
7.35689655,3.4,1.248212524
6.36551724,3.5,1.156148374
20.71896535,3.222413793,2.074929464
8.056896538,2.986206897,2.026245871
4.986206924,3.070689655,2.456000279
1.443103446,3.322413793,3.753487553
16.16206902,3.920689655,3.779863628
22.39827597,3.836206897,3.683574438
33.16724138,3.037931034,4.477256083
67.59482763,3.001724138,10.38073276
19.80000007,3.253448276,11.89915661
3.394827586,3.362068966,11.52243254
0.88965517,3.948275862,12.35984249
0.515517243,3.667241379,10.20630641
1.898275868,3.824137931,8.090221924
17.601724,3.80862069,7.99685375
22.09137939,3.675862069,6.649083281
6.258620596,3.093103448,6.785119146
15.55862084,3.355172414,7.850403074
29.44827587,3.548275862,8.576588394
7.108620698,3.794827586,8.575058339
2.898275855,3.956896552,7.789583357
6.291379275,4.075862069,7.623467987
1.201724131,4.084482759,6.81283402
7.224137902,4.163793103,5.67362058
15.32931032,4.017241379,5.268034099
28.25344821,3.356896552,3.983882652
4.524137973,3.156896552,3.983882652
1.218965519,3.567241379,4.85825735
1.082758622,4.331034483,9.580704866
0.282758618,4.277586207,9.85467178
1.779310326,4.296551724,7.992367905
0.975862066,4.193103448,5.30717223
3.218965504,4.403448276,4.657837434
0.00862069,4.334482759,2.921606675
0.45344828,4.465517241,2.978270899
0.041379312,4.577586207,2.112798344
0.181034486,4.651724138,1.173048535
1.929310373,4.693103448,1.201215471
5.527586195,4.675862069,1.205701316
8.04137931,4.770689655,1.206848858
10.65689655,3.772413793,1.206935793
12.22931029,3.796551724,1.205840412
6.027586229,3.262068966,1.171622801
3.758620679,3.872413793,1.183428573
6.703448291,4.05862069,1.172127024
10.97931024,4.268965517,1.162233823
6.255172378,3.243103448,1.184210987
1.62068965,3.903448276,1.1803163
0.274137933,4.106896552,1.182055
8.434482764,4.146551724,1.57630516
4.09137931,4.289655172,1.201841402
4.101724161,4.19137931,1.206396796
2.412068979,4.35,1.209317811
1.879310339,4.193103448,1.202206529
0.32586207,4.282758621,1.27782258
2.068965524,4.189655172,1.20961339
5.255172419,3.75862069,1.206501118
3.322413807,3.903448276,1.165676448
1.000000015,3.662068966,1.192800164
1.817241393,3.75862069,1.135179655
1.37413793,3.934482759,1.147646132
1.039655174,3.517241379,1.126555705
7.201724155,4.048275862,1.161329699
7.691379361,3.986206897,1.167606405
0.294827592,4.010344828,1.185845365
1.18448276,4.051724138,1.370843014
3.310344866,4.15862069,1.198224907
0.536206897,4.265517241,1.203214975
6.310344849,3.770689655,1.165241773
25.01551738,2.893103448,1.493647375
39.93793118,2.874137931,1.489909171
21.46551725,3.368965517,1.742298821
11.02758613,3.525862069,1.821409658
2.232758624,3.767241379,2.262048326
0.955172413,3.89137931,2.239027943
0.350000003,4.00862069,2.361049887
1.031034479,3.881034483,2.203401986
2.341379322,3.879310345,2.047544943
0.582758625,3.613793103,1.774812506
0.737931032,3.665517241,1.551963364
2.025862064,3.770689655,1.41163291
0.386206896,3.99137931,1.292775397
1.282758603,3.918965517,0.679814201
0,3.953448276,0.885102476
0,3.993103448,0.774851527
0,3.986206897,0.788622029
0.013793104,3.805172414,0.330561589
0.118965519,3.743103448,0.670355674
1.046551723,3.9,0.601398844
8.041379286,3.879310345,0.569476317
0.739655169,3.789655172,0.569702348
0.001724138,3.794827586,0.556018781
0.00862069,3.870689655,0.556227425
0,3.998275862,0.586150447
0,3.915517241,0.62156776
1.024137925,3.562068966,0.647874287
0.43275862,2.962068966,0.626523055
0.491379314,3.286206897,0.559217989
0.012068966,3.631034483,0.59609581
0,3.931034483,0.534441518
0,4.131034483,0.500154359
0,3.965517241,0.491878149
0,3.612068966,0.497320279
0.044827586,3.162068966,0.480072378
0.01724138,3.24137931,0.472004811
4.862068951,3.346551724,0.477707746
5.994827514,3.398275862,0.476142916
7.237931001,3.401724138,0.479185641
0.825862073,3.486206897,0.474473765
0.094827587,3.543103448,0.475360501
0,3.686206897,0.458616823
0,3.724137931,0.397292884
0.198275865,3.694827586,0.374776723
0,3.898275862,0.376863163
0,4.077586207,0.383331126
0,4.155172414,0.370343039
0,4.243103448,0.365352971
0,4.14137931,0.339759311
0,3.982758621,0.351686791
0,3.975862069,0.307871558
0,4.051724138,0.296726493
0,3.894827586,0.271915248
0,3.746551724,0.248581898
0,3.801724138,0.231473093
0,3.927586207,0.220171545
0,3.856896552,0.220171545
0,3.853448276,0.220171545
0,3.768965517,0.220032449
0,3.701724138,0.232342443
0,3.751724138,0.237471607
0,3.718965517,0.233681241
0,3.765517241,0.217876461
0,3.862068966,0.201810876
0,3.803448276,0.18430217
0,3.770689655,0.192995668
0,3.7,0.192995668
0,3.772413793,0.192995668
0,3.572413793,0.192995668
0,3.543103448,0.192995668
0,3.536206897,0.192995668
0,3.639655172,0.192995668
0,3.529310345,0.186040869
0,3.746551724,0.186040869
0,3.832758621,0.186040869
0,3.937931034,0.186040869
0.036206897,3.95,0.17995542
0,3.882758621,0.17995542
0,3.794827586,0.17995542
0,3.718965517,0.17995542
0,3.801724138,0.17995542
0,3.681034483,0.17995542
0,3.651724138,0.18169412
0,3.546551724,0.178216721
0,3.44137931,0.178216721
0.065517241,3.339655172,0.172131272
0,3.568965517,0.172131272
0,3.594827586,0.172131272
0,3.724137931,0.168480002
0,3.624137931,0.168480002
0,3.470689655,0.168480002
0,3.198275862,0.161177463
0,3.29137931,0.161177463
0,3.731034483,0.164341897
0,3.770689655,0.164341897
0,3.736206897,0.164341897
0,3.75,0.158117352
0,3.70862069,0.158117352
0,3.839655172,0.148328472
0,3.846551724,0.148328472
0,3.75862069,0.142695085
0,3.843103448,0.142695085
0,3.89137931,0.137461599
0,3.972413793,0.134836163
0,3.986206897,0.134836163
0,4.043103448,0.134836163
0,3.567241379,0.134836163
0,3.705172414,0.134836163
0,3.634482759,0.125812311
0.037931035,3.596551724,0.125812311
0.567241372,3.49137931,0.127603172
0.00862069,3.287931034,0.135010033
0.013793104,3.563793103,0.135010033
0.029310346,3.574137931,0.135010033
4.15172412,3.65862069,0.135010033
3.503448295,3.562068966,0.135010033
0.501724137,3.046551724,0.147163544
0.975862067,3.201724138,0.147163544
0.239655173,3.094827586,0.147163544
1.372413793,3.10862069,0.150640943
10.05344824,3.132758621,0.150293203
1.705172413,3.229310345,0.149110887
0,3.54137931,0.149110887
0.022413794,3.605172414,0.15170155
0,3.701724138,0.155665785
0,3.870689655,0.164168027
0,3.756896552,0.164168027
0,4.203448276,0.234359334
0,4.212068966,0.453922334
0,4.503448276,0.285772685
0,4.59137931,0.408020662
0,4.646551724,0.408872624
0,4.925862069,0.408663981
0,5.148275862,0.31023619
0,5.165517241,0.273514852
0,5.237931034,0.245713043
0,4.970689655,0.239558046
0,4.587931034,0.239558046
0,4.651724138,0.239558046
0,4.701724138,0.226378703
0,4.787931034,0.21730269
0,4.772413793,0.193186925
0,4.410344828,0.178755717
0,4.429310345,0.18783173
0,4.74137931,0.18957043
0,4.843103448,0.193047829
0,5.086206897,0.193047829
0,5.1,0.18783173
0,5.115517241,0.18783173
0,4.986206897,0.18783173
0,5.362068966,0.18957043
0.001724138,5.379310345,0.18957043
0,5.081034483,0.194960399
0,5.09137931,0.194960399
0,5.048275862,0.194960399
0,4.727586207,0.1862669
0,4.624137931,0.180511804
0.120689656,4.556896552,0.161646912
0.224137935,4.443103448,0.152379643
1.322413805,4.793103448,0.161646912
1.320689655,4.953448276,0.161646912
0.958620677,4.815517241,0.152379643
0,4.989655172,0.152379643
0,5.356896552,0.152379643
0,5.089655172,0.152379643
0,5.006896552,0.143442726
0,5.212068966,0.143442726
0,5.379310345,0.143442726
0,5.332758621,0.139965327
0,5.14137931,0.139965327
0,5.055172414,0.131271828
0,5.001724138,0.126055729
1.443103439,5.186206897,0.118666255
0.068965519,5.537931034,0.116492881
0,5.684482759,0.107799382
0,5.398275862,0.107799382
0,5.317241379,0.103452633
0,5.384482759,0.106930032
0,5.365517241,0.106930032
0,5.396551724,0.106930032
3.087931006,5.229310345,0.126925079
1.041379311,5.406896552,0.132141178
0,5.453448276,0.139095977
0,5.503448276,0.139095977
0,5.2,0.132141178
1.263793101,5.229310345,0.132141178
0,5.351724138,0.132141178
0,5.363793103,0.128663779
2.255172391,5.412068966,0.128663779
2.748275886,5.274137931,0.12344768
2.082758622,5.65,0.113015481
0.096551725,5.448275862,0.11997028
0.175862068,5.75,0.11997028
0,5.444827586,0.114754181
3.256896541,5.636206897,0.097367184
0.313793105,5.767241379,0.079980187
6.196551724,5.922413793,0
0.467241371,5.756896552,0
4.68965522,5.986206897,0
1.539655204,5.365517241,0
0.793103455,5.817241379,0
0,5.606896552,0
0.063793103,5.715517241,0
1.694827589,5.429310345,0
0,5.798275862,0
0.718965518,5.762068966,0.00822405
5.24482753,5.693103448,0.085943927
1.853448257,6.163793103,0.069148088
6.627586199,6.232758621,0.071634428
3.160344817,5.777586207,0.071634428
6.536206916,5.70862069,0.071860459
6.070689661,5.75862069,0.07735475
0,4.74137931,0.087839109
0.896551718,5.231034483,0.08749137
5.05344827,5.243103448,0.08749137
0.708620694,5.629310345,0.087682627
0.08275862,5.906896552,0.082257883
0.625862067,5.893103448,0.081910143
0.074137929,6.265517241,0.081092955
0.020689655,6.44137931,0.079597673
0,6.55862069,0.068435221
0.098275863,6.65862069,0.057516186
0,6.598275862,0.047466502
0,6.720689655,0.042911109
0,6.587931034,0.04365875
0,6.460344828,0.044232521
0.879310348,6.344827586,0.055447134
2.587931058,6.129310345,0.066522651
0.679310353,6.15,0.192352349
0.88103451,6.212068966,0.19170903
0,6.065517241,0.191969835
0.006896552,6.105172414,0.208104969
0.034482759,6.067241379,0.204714504
1.881034518,6.184482759,0.184058752
0.458620695,6.475862069,0.124125772
0.056896552,5.584482759,0.124942961
3.668965559,6.248275862,0.125429797
1.389655182,5.877586207,0.125342862
4.6862069,6.013793103,0.126299147
0.106896551,5.272413793,0.126559952
0.227586208,5.662068966,0.126212212
13.75172408,6.45,0.125951407
0.720689655,5.803448276,0.126073116
1.429310356,6.363793103,0.126073116
3.993103487,6.113793103,0.127637946
1.132758622,5.836206897,0.128090008
2.260344835,6.434482759,0.128072621
0.591379311,5.786206897,0.1283682
5.099999994,5.977586207,0.129376646
0.253448278,5.884482759,0.129446194
0.094827585,6.003448276,0.129046293
0.012068965,6.432758621,0.129046293
0.039655173,6.234482759,0.129602677
1.41724139,6.646551724,0.129602677
0.489655174,5.868965517,0.129046293
0.84655172,6.332758621,0.149476014
0,5.531034483,0.136001092
11.22413799,6.265517241,0.078241487
0.2137931,5.655172414,0.086934986
0.127586205,5.80862069,0.104321983
4.615517215,6.187931034,0.114754181
13.47586196,4.825862069,0.12344768
3.618965521,4.910344828,0.12344768
5.903448402,5.072413793,0.126925079
24.23793108,4.974137931,0.126925079
30.44310354,4.010344828,0.144312076
16.82241384,3.213793103,0.144312076
13.20000007,3.968965517,0.153005575
8.677586241,3.318965517,0.156482974
5.437931022,4.044827586,0.165176473
2.599999976,4.243103448,0.168653872
3.360344828,4.322413793,0.191256968
1.082758627,4.567241379,0.203427866
4.25862064,4.724137931,0.934707578
5.977586202,4.110344828,2.129003025
12.01034473,4.355172414,1.633977829
8.925861996,4.168965517,1.137770318
15.83965513,3.903448276,1.157087272
18.10000006,3.429310345,1.130433005
12.12413802,3.237931034,1.996218528
1.074137934,3.825862069,2.840739752
0.956896546,3.805172414,3.681088097
1.793103468,3.962068966,5.359489703
5.718965518,4.298275862,7.702509276
3.432758599,4.287931034,7.811490973
4.894827597,4.35862069,6.459495464
2.205172418,4.065517241,3.643219217
2.029310347,4.137931034,3.048427432
3.987930983,4.217241379,2.993641004
5.351724177,4.460344828,2.568424602
5.498275837,4.262068966,2.492721617
1.696551723,4.501724138,2.522470769
15.17068965,3.901724138,2.108660237
31.86379293,3.056896552,2.068305018
71.36206862,2.625862069,2.882346835
21.66379325,2.593103448,4.539345049
7.815517205,2.931034483,9.343302808
3.78275862,3.365517241,9.030441181
6.018965492,3.570689655,7.937633637
4.962068938,3.529310345,10.63397438
14.61379309,3.148275862,12.81110461
10.3206897,3.80862069,17.14578732
7.405172391,3.848275862,10.86572566
8.677586208,3.193103448,5.839805499
18.91034482,3.44137931,5.501767501
14.86551722,2.786206897,10.45400157
5.029310376,3.267241379,8.257623932
6.765517299,3.755172414,10.67685071
7.958620661,3.634482759,17.88028362
5.899999981,3.387931034,15.26793947
5.732758583,3.8,11.22450635
2.206896557,4.381034483,10.23516882
2.341379314,4.184482759,8.448481
5.289655208,4.15862069,5.977580064
2.360344866,4.053448276,4.906558428
9.946551682,4.079310345,4.822405363
22.15689663,3.775862069,4.64443206
3.932758629,3.422413793,3.908666502
2.032758621,3.917241379,4.011875718
8.732758642,3.839655172,4.233038321
9.882758593,3.415517241,4.196995075
2.012068975,3.29137931,5.495143056
4.060344818,3.882758621,6.302090978
3.056896572,3.770689655,6.068009837
2.641379295,4.087931034,6.792682489
4.284482778,3.939655172,6.5922278
0.717241388,4.322413793,5.991993884
0.813793103,4.229310345,4.963779036
2.317241382,4,3.685834746
5.229310308,4.148275862,3.344232415
2.682758621,4.49137931,2.907575368
1.777586199,4.703448276,2.367743881
6.701724169,4.570689655,2.115267297
8.877586191,4.584482759,1.713853694
9.5775862,4.434482759,1.714497013
5.344827586,4.020689655,1.159712708
1.789655167,3.751724138,0.794655317
2.325862098,3.948275862,0.942983789
7.549999954,4.15,1.311831546
29.16896558,3.644827586,1.451205715
5.415517257,2.843103448,1.396662705
13.1534483,3.3,3.004299233
20.73620692,3.134482759,2.416114508
39.65689658,3.174137931,2.401752849
35.81034513,2.59137931,3.683139763
9.825862067,2.615517241,4.201950371
0.132758622,3.434482759,7.375077345
0,3.510344828,14.64358979
0,3.818965517,12.45562745
5.953448215,3.912068966,15.00944698
81.4310341,3.344827586,17.2824665
121.7948286,2.322413793,23.63781385
29.02586205,2.294827586,38.40740721
8.096551687,2.817241379,28.72721393
10.54655163,3.489655172,14.13229036
5.865517276,3.581034483,11.4628473
1.887931036,3.615517241,13.78399404
4.644827601,3.784482759,10.02996748
0.489655167,4.018965517,7.410268627
1.258620689,4.025862069,5.656494388
11.08620674,3.6,5.234355485
10.82931039,3.710344828,5.273667485
7.908620698,3.686206897,5.749027987
0.015517242,3.444827586,4.952164522
