P,E,Q
0.686206897,5.15862069,0.647665643
2.298275875,4.775862069,0.66366168
5.651724094,5.394827586,0.60471976
2.736206891,3.646551724,0.511873195
6.512068998,3.674137931,0.528043103
5.234482764,3.727586207,0.538823041
0.648275858,4.496551724,0.454322235
12.41724127,4.662068966,0.415201491
16.23448277,4.49137931,0.413462792
9.717241336,3.801724138,0.751813756
2.517241402,3.775862069,0.706433693
3.529310327,3.977586207,0.590462422
47.08620718,4.637931034,0.613934868
3.146551721,3.360344828,0.880477534
9.277586153,4.365517241,0.287407063
9.343103473,4.432758621,1.225261687
27.46551718,4.515517241,1.336016859
60.18448269,3.362068966,1.312544413
61.01896594,2.482758621,3.299356575
23.56206903,3.037931034,6.05171822
0.762068968,3.656896552,11.90644176
2.055172415,4.486206897,12.23557762
0.755172415,4.560344828,8.493026486
5.97241384,4.689655172,6.628792654
31.56551728,3.943103448,5.347370966
13.07931045,3.548275862,5.815428929
8.177586235,3.337931034,5.313814063
3.067241391,3.401724138,4.334752255
1.086206892,3.924137931,6.339994633
9.196551656,4.172413793,6.069279087
15.87586205,3.932758621,4.105417763
14.10689653,3.529310345,3.231895025
10.90344833,3.263793103,3.177995336
5.355172444,3.7,3.807056892
9.960344837,4.115517241,6.608275999
25.82413811,3.474137931,6.485697669
34.35517265,3.120689655,7.162573467
95.15172462,2.520689655,10.12775196
16.48793105,2.970689655,16.0068173
4.160344811,3.632758621,29.54068199
24.85862068,3.710344828,28.36445163
14.51034488,3.203448276,24.20982868
8.618965491,3.55,21.63046765
1.770689652,3.656896552,17.30632146
1.758620687,3.805172414,14.61168465
0.413793103,3.846551724,22.94005626
4.52931034,3.879310345,25.02701754
4.041379308,4.075862069,24.93486645
2.758620688,4.072413793,20.84422764
1.877586192,4.153448276,17.56851738
5.218965541,3.932758621,11.02770293
11.40172404,3.955172414,7.855097562
7.974137891,4.232758621,6.34973135
19.50862077,3.929310345,4.860013436
31.21724149,3.286206897,4.619951169
14.72241376,3.365517241,5.304477245
3.425862067,3.618965517,5.826643542
5.701724078,3.596551724,7.042081576
0.137931035,3.453448276,8.008450877
38.60344818,4.05,8.519802463
59.7637933,2.446551724,6.96157978
12.19655167,2.768965517,9.371243712
3.612068955,3.472413793,13.33304488
9.958620572,3.456896552,13.18143026
3.682758612,3.560344828,11.49836894
2.368965546,3.684482759,11.01657525
3.379310366,3.824137931,8.800080856
3.749999975,3.768965517,7.225688266
0.424137936,4.167241379,5.972781252
0.487931039,4.360344828,5.159069787
0.187931033,4.353448276,4.147146555
0,4.489655172,3.956411196
0,4.429310345,3.357603014
0.175862071,4.465517241,2.952138242
2.341379292,4.456896552,2.565451427
6.258620611,4.534482759,2.478690311
1.065517247,4.368965517,2.406360403
0.087931035,4.525862069,2.189022939
0.403448275,4.553448276,2.252485478
0.684482766,4.503448276,2.18085105
1.143103444,4.298275862,1.777472716
4.517241369,3.946551724,1.81798442
3.518965512,3.862068966,1.200050542
3.755172401,3.960344828,1.175187136
1.19482758,3.901724138,1.326280141
2.829310333,4.256896552,1.326106271
0.655172411,4.322413793,1.294983546
3.344827591,4.012068966,1.173622306
1.400000014,4.20862069,1.300373515
0.96206896,4.117241379,1.163711718
1.989655162,4.143103448,1.162842368
3.439655184,3.662068966,1.154844349
18.23103438,2.767241379,1.046697227
8.015517194,2.862068966,1.173970046
6.651724192,3.475862069,0.208122356
5.853448272,3.543103448,0.925683727
4.42068971,3.6,0.186562479
2.360344834,3.884482759,1.315847943
0.043103448,3.903448276,1.404695498
0,4.186206897,1.083905401
0.11551724,4.137931034,1.103378838
0.00862069,4.210344828,0.816319515
0,4.179310345,1.102509488
0,4.120689655,1.14754181
0.12586207,4.29137931,1.09207729
0.018965518,4.246551724,1.288376487
0,4.313793103,0.616369048
0.096551724,4.113793103,0.72747196
0.039655174,4.186206897,0.624714807
0.232758617,4.129310345,0.627844466
2.458620674,3.818965517,0.42528595
1.825862043,3.85862069,0.427198519
1.453448258,3.753448276,0.5436914
0,4.043103448,0.654446572
0,4.087931034,0.698783415
0,3.944827586,0.688177346
0.00862069,3.918965517,0.586811153
0.025862069,4.010344828,0.586811153
0,3.925862069,0.586637283
0,3.815517241,0.588723723
0.193103444,3.725862069,0.572379945
0.160344826,3.496551724,0.515002855
2.831034442,2.844827586,0.587437085
1.572413787,3.175862069,0.455539325
0.375862069,3.484482759,0.451888055
1.136206917,3.515517241,0.451888055
1.037931032,3.748275862,0.465971523
0.132758617,3.544827586,0.462320254
0,3.589655172,0.446150346
1.332758626,3.405172414,0.435544278
7.974137974,2.565517241,0.430675919
3.524137925,2.531034483,0.406334123
9.912068941,2.320689655,0.574118645
0.817241391,2.312068966,0.500745517
5.387931005,2.984482759,0.48666205
0,3.339655172,0.472752452
0,3.35,0.517089295
1.877586208,3.365517241,0.531868242
1.381034477,3.329310345,0.419895981
0.565517247,3.272413793,0.536736601
0.14137931,3.45,0.556905518
0.679310343,3.275862069,0.553080379
0,3.282758621,0.451540315
0,3.329310345,0.587506633
0,3.389655172,0.594913494
0,3.377586207,0.488053009
0,3.456896552,0.488053009
0,3.420689655,0.452931275
0,3.531034483,0.316095608
0,3.439655172,0.316791088
0,3.481034483,0.316617218
0,3.572413793,0.351217342
0,3.720689655,0.308271459
0,3.629310345,0.313835298
0,3.54137931,0.315573998
0,3.493103448,0.238723471
0,3.546551724,0.267585886
0,3.553448276,0.262543657
0,3.503448276,0.261326567
0,3.427586207,0.262195917
0,3.453448276,0.262195917
0,3.425862069,0.218554554
0,3.463793103,0.24220087
0,3.465517241,0.24393957
0,3.470689655,0.24411344
0,3.434482759,0.245852139
0,3.562068966,0.226726442
0,3.663793103,0.213686195
0,3.781034483,0.232464152
0,3.817241379,0.230725452
0,3.734482759,0.213338455
0,3.512068966,0.133358268
0,3.531034483,0.154222665
0,3.54137931,0.163263903
0,3.498275862,0.172826751
0,3.675862069,0.176304151
0,3.653448276,0.18256347
0,3.670689655,0.17995542
0,3.762068966,0.188648919
0,4.00862069,0.188648919
0,3.95862069,0.18256347
0,3.886206897,0.174739321
0,3.951724138,0.166045823
0,3.784482759,0.153874925
0,3.687931034,0.214207805
0,3.825862069,0.239071211
0,3.765517241,0.184997649
0,3.651724138,0.18308508
0,3.74137931,0.213860065
0,3.818965517,0.222379693
0,3.803448276,0.224118393
0,3.613793103,0.227769662
0,3.543103448,0.228117402
0,3.925862069,0.252285328
0,3.837931034,0.224640003
0,3.867241379,0.222205823
0,3.927586207,0.255588858
0.563793103,3.774137931,0.263760746
0,3.701724138,0.218902294
0,3.825862069,0.24150539
0,3.910344828,0.245504399
0,3.974137931,0.218554554
0,4.105172414,0.176304151
0,4.110344828,0.157178454
0,4.048275862,0.192126318
0,3.975862069,0.18030316
0,3.977586207,0.230203842
0,3.917241379,0.165524213
0,3.994827586,0.186910219
0.206896552,3.815517241,0.213860065
0,3.893103448,0.213860065
0,4.013793103,0.212121365
0,4.122413793,0.215598764
0,4.125862069,0.238375731
0,4.129310345,0.237854121
0.022413793,4.25862069,0.24237474
0,3.994827586,0.23994056
0,4.037931034,0.187084089
0,4.055172414,0.190561489
0,4.203448276,0.189518269
0.234482756,4.368965517,0.189692139
0.841379327,4.712068966,0.187257959
0,4.594827586,0.24046217
0,4.574137931,0.184649909
0,4.529310345,0.184649909
0,4.315517241,0.221162604
0.012068966,4.44137931,0.195951458
0.039655173,4.739655172,0.196820807
0,5.070689655,0.193343408
0,4.844827586,0.193169538
0,4.50862069,0.18169412
0,4.462068966,0.023472446
0,4.5,0.211947495
0,4.603448276,0.236984771
0,4.522413793,0.190561489
0.144827585,4.189655172,0.188996659
1.075862081,4.029310345,0.188996659
0.298275867,4.184482759,0.188996659
0.082758621,4.513793103,0.185345389
0,4.682758621,0.18447604
1.313793097,4.801724138,0.18447604
0.499999988,4.887931034,0.18099864
0,4.915517241,0.18099864
0,4.875862069,0.197342417
0,4.79137931,0.215946504
0.212068967,4.632758621,0.197342417
0,4.886206897,0.191083098
0,4.906896552,0.187605699
0.034482759,4.963793103,0.185866999
0,4.901724138,0.164828733
0,5.217241379,0.157526194
0,5.35862069,0.148484955
0,5.553448276,0.205340436
0,5.394827586,0.185866999
0,5.084482759,0.169001612
0,5.10862069,0.169001612
0,4.75862069,0.168306132
0,4.734482759,0.163090033
0,4.931034483,0.162916163
3.558620645,4.898275862,0.18343282
2.365517222,4.963793103,0.175260931
0.055172414,5.039655172,0.169523222
0.550000008,5.139655172,0.178042851
0.129310347,5.370689655,0.201341427
4.72758621,5.305172414,0.164828733
0.025862069,5.094827586,0.190387619
2.893103486,5.127586207,0.124317029
0.027586208,5.277586207,0.150919135
0,5.875862069,0.200298207
0,5.817241379,0.193865018
0,5.832758621,0.158743284
0,5.617241379,0.247590839
0,5.731034483,0.236810901
0.012068966,5.872413793,0.194038888
0,5.839655172,0.139965327
0,5.49137931,0.21325152
0.146551725,5.432758621,0.21238217
0.62931035,5.520689655,0.20977412
3.718965526,5.555172414,0.208904771
4.556896555,5.389655172,0.206818331
5.049999969,5.113793103,0.122491395
1.868965519,5.367241379,0.167175977
0.329310345,5.606896552,0.166567432
0.675862076,5.720689655,0.167089042
2.758620697,5.851724138,0.209339446
0.010344828,5.827586207,0.207948486
0.00862069,5.787931034,0.164828733
0,5.803448276,0.164828733
0.025862069,5.824137931,0.12223059
1.896551702,5.531034483,0.12396929
1.051724139,5.651724138,0.167436782
1.760344839,5.665517241,0.165176473
0.631034492,5.665517241,0.163959383
0.527586215,5.881034483,0.1192748
0.641379311,6.232758621,0.12188285
0.29137931,6.375862069,0.12240446
0.062068967,6.210344828,0.167436782
0,6.49137931,0.135966318
0,6.377586207,0.165002603
0,6.374137931,0.11997028
0.8224138,5.855172414,0.12118737
0,5.955172414,0.12153511
0,5.939655172,0.12170898
0.762068968,6.468965517,0.12223059
0.218965518,6.196551724,0.12223059
0.396551721,6.384482759,0.12205672
0.605172413,6.375862069,0.12188285
1.291379314,6.101724138,0.12344768
0.736206897,6.14137931,0.155787494
4.958620746,5.956896552,0.148137216
8.768965456,6.412068966,0.147963346
0.60517241,5.634482759,0.148658825
0.139655172,5.746551724,0.103104893
0.331034486,5.475862069,0.112146131
5.955172358,6.125862069,0.206209786
4.66379306,6.310344828,0.144659816
0,5.453448276,0.147093996
2.653448251,5.755172414,0.150049785
1.179310338,5.594827586,0.082588236
1.553448269,5.581034483,0.148311085
1.227586194,5.977586207,0.101540063
3.003448266,5.946551724,0
10.65517245,6.315517241,0.200993687
0.139655174,5.331034483,0
5.489655134,6.251724138,0.091629475
0.606896554,5.417241379,0.134401488
0.258620686,5.948275862,0.152831705
1.177586196,6.281034483,0.155613624
0.22241379,5.962068966,0.102757153
4.02758623,6.05862069,0.100496843
0,5.55862069,0.117709971
1.118965519,5.548275862,0.109016472
0,5.379310345,0.117362231
0.025862069,5.156896552,0.125186379
0.251724137,5.363793103,0.043467493
1.282758634,5.412068966,0.052160991
0.124137929,5.306896552,0.091455605
0.894827588,5.332758621,0.091107865
2.929310374,5.639655172,0.06085449
4.789655132,6.125862069,0.06085449
11.08103437,4.713793103,0.064331889
21.26724135,5.50862069,0.064331889
21.2086207,4.513793103,0.131619568
5.993103492,4.512068966,0.190735358
2.381034486,4.294827586,0.129533129
2.751724145,4.712068966,0.079980187
3.23620691,4.64137931,0.318703657
2.986206914,4.918965517,0.331570035
2.300000021,5.117241379,0.250025019
0.30862069,5.148275862,0.316617218
2.287931047,5.15862069,0.370516909
5.987931072,4.965517241,0.407725083
5.729310375,4.660344828,0.412071832
4.191379293,4.886206897,0.30114279
0.831034487,4.739655172,0.434501058
2.443103426,5.29137931,0.356433441
7.049999999,5.615517241,0.377819448
4.65517236,5.224137931,0.322702667
2.279310344,4.655172414,0.367908859
11.3724138,5.331034483,0.352608302
7.281034517,4.098275862,0.515176725
4.051724118,4.120689655,0.612543909
7.393103438,4.363793103,0.932116916
8.210344831,4.377586207,0.934724966
23.877586,3.663793103,1.006881004
5.850000014,3.481034483,0.916120879
0.786206906,3.665517241,0.887258463
20.09999999,4.248275862,0.931769176
36.91379318,4.44137931,1.120418095
25.39482761,4.127586207,1.312892153
22.05689664,3.362068966,1.856583553
31.21206901,3.403448276,3.99379324
19.27413792,3.35,5.637386079
7.784482792,4.129310345,8.620125437
2.112068963,4.412068966,6.862300026
1.401724163,4.522413793,5.718061745
1.424137916,4.375862069,4.90000353
1.027586205,4.420689655,5.350326756
3.556896529,4.796551724,3.828269028
7.113793056,4.820689655,2.874592236
7.396551725,4.665517241,2.139296127
20.70862077,3.370689655,2.00228659
23.07241377,3.768965517,1.761998289
2.256896541,3.501724138,1.924045102
9.244827728,3.679310345,1.758694759
18.113793,3.636206897,1.763910859
26.93965527,3.467241379,2.911278799
5.458620683,3.551724138,3.563291192
15.31034484,3.506896552,5.281300378
10.50172415,2.996551724,2.019325847
20.25172413,3.505172414,8.422609148
16.81206904,3.722413793,8.745833426
16.16034482,3.7,9.656912076
3.960344858,3.196551724,10.81749413
4.850000011,3.596551724,10.9172955
2.415517254,4.30862069,8.045311311
0.767241383,4.317241379,7.390864739
6.653448184,4.043103448,6.482394138
4.520689701,3.184482759,4.932517215
1.275862069,3.9,3.472357196
0.218965517,4.144827586,3.117488584
2.26379307,4.174137931,2.732192728
3.379310346,3.605172414,2.306906778
5.791379312,3.751724138,2.207453155
1.71724138,3.636206897,1.662196925
2.417241371,4.218965517,1.501541072
10.90000001,4.118965517,1.318108252
6.610344795,3.613793103,1.87883891
5.827586211,3.836206897,2.398014643
5.431034496,3.55862069,3.470444627
7.746551698,3.948275862,3.674220232
0.537931029,3.903448276,3.911378874
1.734482765,4.39137931,4.075859868
2.553448286,4.54137931,3.531820727
5.055172433,4.651724138,3.397766978
8.091379256,4.062068966,3.039594837
3.88275859,4.110344828,2.372108018
5.505172352,4.244827586,2.421313219
9.893103434,4.417241379,2.054621451
17.01724134,3.55862069,2.122778479
13.72931034,3.853448276,2.213712474
4.160344839,3.410344828,2.555714707
2.694827575,3.577586207,2.894587283
23.2499998,3.932758621,3.373599053
36.11034498,3.10862069,3.208596449
16.94482758,3.222413793,4.17357479
15.09137932,3.348275862,4.476977891
5.108620696,3.610344828,5.669030413
0.268965517,4.081034483,5.760486019
0.8913793,4.113793103,5.752661869
5.03103451,4.281034483,5.63060515
0.827586215,4.25,4.749606006
0.324137933,4.131034483,4.166619992
10.21034486,4.312068966,3.44958023
6.605172424,3.832758621,3.44958023
1.374137942,4.306896552,2.689246846
6.708620695,4.224137931,2.697940345
4.227586268,3.936206897,2.200324487
5.968965498,4.375862069,2.320642506
14.22758615,4.218965517,2.163116312
10.3051725,3.231034483,2.00541625
13.04827586,3.612068966,2.222579843
12.04999999,3.286206897,2.083309995
39.77068956,3.194827586,2.18224201
2.975862075,3.210344828,3.475312986
0.234482763,3.715517241,4.887832633
0.424137931,3.805172414,4.83601938
3.453448279,3.774137931,4.747345695
18.61551725,4.127586207,4.219824204
4.960344837,3.79137931,4.958945451
4.481034526,4.115517241,4.428294298
0.781034478,3.827586207,4.365353368
0.234482757,4.134482759,4.052735161
1.308620694,4.218965517,3.494612554
1.477586216,3.939655172,3.053156696
9.662069031,3.84137931,2.492426039
9.989655215,3.551724138,2.48095062
3.918965498,3.718965517,2.095133153
7.956896597,2.863793103,1.775907887
6.132758607,3.282758621,1.998983059
5.201724168,3.401724138,1.699752839
4.396551699,3.479310345,1.602733395
2.650000015,3.320689655,1.582912218
4.310344809,3.49137931,1.584129308
4.993103475,3.475862069,2.040016374
8.039655177,3.115517241,1.806161262
1.796551721,3.420689655,0.30096892
14.43793102,3.575862069,2.051144051
8.317241301,3.593103448,2.269176995
5.155172428,3.555172414,2.542674461
5.744827591,3.75862069,2.717587651
3.465517276,3.748275862,2.779833101
0.155172414,3.868965517,2.54180511
0,3.937931034,2.432788639
0,3.906896552,2.206409935
0,3.817241379,1.928565721
0.01724138,3.698275862,1.627422931
0.322413796,3.560344828,1.534402496
2.460344793,3.589655172,1.373051163
3.593103446,3.732758621,1.350274197
0,3.603448276,1.109116547
0.46379311,3.432758621,1.059876571
4.548275867,3.586206897,0.946026514
0.117241382,3.324137931,0.782936481
0.431034486,3.579310345,0.672355179
0.091379311,3.603448276,0.569076416
0,3.581034483,0.798932518
0.013793104,3.551724138,0.699305024
0,3.668965517,0.691654746
0,3.617241379,0.642971154
0,3.277586207,0.657402361
0,3.524137931,0.642971154
0,3.682758621,0.643492764
0,3.65862069,0.499354558
0,3.636206897,0.499354558
0,3.663793103,0.464058953
0,3.710344828,0.528216973
0,3.803448276,0.480054991
0,3.768965517,0.475360501
0,3.7,0.414332142
0,3.622413793,0.338872574
0,3.675862069,0.454148365
0,3.646551724,0.460929294
0,3.596551724,0.404073813
0,3.701724138,0.336960004
0,3.774137931,0.325136846
0,3.801724138,0.327571026
0,3.746551724,0.374863658
0,3.696551724,0.348957032
0,3.701724138,0.310184029
0,3.610344828,0.36547468
0,3.453448276,0.318877527
0,3.456896552,0.274019075
0,3.120689655,0.280104524
0.003448276,2.698275862,0.279930654
2.69827588,2.403448276,0.280104524
0,2.815517241,0.245330529
0,3.127586207,0.271932635
0,3.374137931,0.271932635
0,3.424137931,0.266716536
0,3.448275862,0.283234183
0,3.453448276,0.288450282
0,3.463793103,0.295752821
0,3.598275862,0.242027
0,3.465517241,0.256110468
0,3.479310345,0.259587867
0,3.463793103,0.264977836
0,3.505172414,0.256979818
0,3.418965517,0.256979818
0,3.320689655,0.256979818
0,3.181034483,0.235941551
0,3.55,0.204992696
0,3.446551724,0.204992696
0,3.470689655,0.204992696
0,3.446551724,0.204992696
0,3.422413793,0.204992696
0,3.439655172,0.204992696
0,3.362068966,0.204992696
0,2.95862069,0.204992696
0,3.062068966,0.204992696
0,3.287931034,0.204992696
0,3.381034483,0.207948486
0,3.525862069,0.207948486
0,3.439655172,0.18099864
0,3.54137931,0.18099864
0,3.698275862,0.18099864
0,3.693103448,0.168566937
0,3.677586207,0.168566937
0,3.770689655,0.168566937
0,3.539655172,0.168566937
0,3.606896552,0.168566937
0,3.606896552,0.168566937
0,3.548275862,0.168566937
0,3.465517241,0.161003593
0.393103447,3.524137931,0.161003593
0.527586206,3.477586207,0.161003593
0.232758622,3.429310345,0.161003593
0.201724138,3.377586207,0.161003593
0.282758622,3.303448276,0.161003593
0.006896552,3.168965517,0.161003593
0,3.198275862,0.161003593
0,3.398275862,0.161003593
0,3.65862069,0.147267866
0,3.662068966,0.147267866
0,3.713793103,0.147267866
0,3.960344828,0.141704027
0,3.99137931,0.141704027
0,4.194827586,0.141704027
0,4.068965517,0.130924088
0,4.196551724,0.130924088
0,4.163793103,0.130924088
0,3.984482759,0.130924088
0,3.684482759,0.130924088
0,3.610344828,0.130924088
0,3.789655172,0.139617587
0,3.703448276,0.139617587
0,3.696551724,0.142573376
0,3.865517241,0.142573376
0,3.924137931,0.142573376
0.072413793,3.960344828,0.142573376
1.977586224,3.753448276,0.153874925
2.998275848,3.256896552,0.153874925
0.001724138,3.594827586,0.153874925
0.032758621,3.356896552,0.153874925
3.474137891,3.653448276,0.153874925
1.398275856,3.701724138,0.153874925
0.499999988,3.681034483,0.153874925
0.1,3.684482759,0.153874925
0.436206901,3.844827586,0.153874925
0.974137926,3.977586207,0.153874925
0.089655172,4.05862069,0.153874925
0,4.179310345,0.153874925
0,4.493103448,0.153874925
0,4.50862069,0.153874925
0,4.731034483,0.153874925
0,4.606896552,0.157178454
0,4.360344828,0.157178454
0,4.474137931,0.165350343
0,4.694827586,0.165350343
0,4.679310345,0.153874925
0,4.631034483,0.153874925
0,4.777586207,0.150397525
0,4.832758621,0.148189377
0,4.743103448,0.142329958
0,4.801724138,0.14046955
0,5.087931034,0.140034875
0,5.103448276,0.132801884
0,5.132758621,0.121482949
0.763793112,5.286206897,0.121048274
0,4.924137931,0.121048274
0,5.060344828,0.119744249
0,4.979310345,0.117570875
0,5.213793103,0.115206243
0,5.206896552,0.114336893
0,5.120689655,0.114336893
0,5.203448276,0.11296332
0,5.260344828,0.105869426
0,5.444827586,0.100149103
0,5.812068966,0.097801859
0,5.806896552,0.096237029
0,5.751724138,0.096237029
0,5.386206897,0.085839605
0,5.481034483,0.085839605
0,5.336206897,0.08627428
0,5.367241379,0.08627428
0,5.167241379,0.087839109
0,5.00862069,0.086708955
0,5.29137931,0.088012979
0,5.294827586,0.088395493
0,4.918965517,0.091490379
0.756896548,5.144827586,0.088012979
1.76034483,5.181034483,0.06085449
0.065517242,4.794827586,0.06259319
1.239655195,5.05862069,0.06259319
1.625862084,5.087931034,0.06259319
0.034482758,5.35,0.06259319
0.091379311,5.360344828,0.06259319
2.731034513,5.443103448,0.06259319
1.998275875,5.451724138,0.012170898
2.063793109,5.072413793,0.006085449
0,5.34137931,0.006085449
0.424137943,5.603448276,0.006085449
1.779310344,5.296551724,0
0.596551726,4.875862069,0
0.013793104,5.560344828,0
0,5.777586207,0
0,5.548275862,0
0.587931044,5.582758621,0
0.215517238,5.420689655,0
2.456896539,5.45862069,0
1.737931037,5.612068966,0
0.917241381,5.656896552,0
1.018965524,5.501724138,0
1.082758618,5.653448276,0
0.265517238,5.779310345,0.09067319
0.970689647,5.79137931,0.172479012
0.765517253,5.781034483,0.084848546
9.820689691,5.844827586,0.049726812
9.956896647,5.682758621,0.049900682
0.30862069,5.660344828,0.050074552
1.741379308,5.782758621,0.073894738
3.122413781,5.803448276,0.073720868
0.843103445,5.643103448,0.073546998
0.9224138,5.681034483,0.072851518
0.822413794,5.886206897,0.073025388
3.92241376,6.317241379,0.072851518
0,6.020689655,0.072677648
0.182758619,6.305172414,0.073025388
0,6.893103448,0.073025388
0,7.060344828,0.073025388
0,6.931034483,0.073025388
0.412068963,6.851724138,0.073025388
0.517241384,6.8,0.072677648
0.112068964,6.224137931,0.072677648
2.351724127,5.970689655,0.072156038
1.108620683,5.481034483,0.071634428
0.096551724,5.755172414,0
1.89482759,5.796551724,0
0.777586204,5.663793103,0
4.336206914,6.234482759,0
2.831034466,5.770689655,0
5.315517225,6.05862069,0
1.308620686,5.624137931,0
0.227586208,6.125862069,0.003477399
7.110344931,6.181034483,0.006954799
1.012068978,5.303448276,0.012170898
7.465517227,6.096551724,0.027819195
0.377586207,5.420689655,0.031296595
0,5.251724138,0.034773994
0.036206897,5.382758621,0.034773994
1.075862083,5.35862069,0.034773994
1.689655175,5.424137931,0.048683592
0.868965515,5.443103448,0.055638391
1.200000006,5.79137931,0.064331889
0.894827567,5.825862069,0.083457586
0.051724138,6.037931034,0.086934986
0,5.943103448,0.090412385
0.005172414,5.568965517,0.086934986
1.589655157,5.632758621,0.069547989
3.034482761,6.225862069,0.05911579
6.013793109,5.517241379,0.052160991
1.060344821,6.105172414,0.052160991
12.3068965,5.193103448,0.06085449
7.184482786,4.463793103,0.06346254
8.234482691,4.531034483,0.06346254
6.999999984,4.855172414,0.069547989
15.83448294,3.374137931,0.069547989
6.743103452,3.368965517,0.066766069
4.134482744,4.489655172,0.06346254
4.47586207,4.35,0.067809289
4.193103466,4.427586207,0.073025388
0.650000008,4.231034483,0.093889784
6.053448266,4.498275862,0.138922107
11.07931032,4.574137931,0.142521215
2.410344826,4.244827586,0.170670764
2.612068973,4.732758621,0.182667792
2.303448268,4.422413793,0.19483869
8.158620751,4.527586207,0.428415609
9.818965487,4,0.641232454
3.981034498,3.820689655,0.654898634
2.736206918,4.394827586,1.558396553
2.329310354,4.65,1.39200299
2.299999997,4.4,1.192400263
14.36034489,4.944827586,1.3925246
24.51034474,3.874137931,1.415823176
30.22241344,3.15862069,1.378788872
4.456896551,3.8,2.122604609
2.924137923,4.09137931,2.729063069
2.160344824,4.432758621,7.876309699
13.7293103,4.005172414,6.244887757
32.14482763,3.703448276,4.953381612
74.41379288,3.463793103,3.868780731
43.1000001,2.551724138,5.680331962
13.70689646,2.89137931,12.66677515
7.922413817,3.601724138,24.40838819
6.679310316,3.482758621,33.82396873
13.70172411,3.527586207,35.50407427
22.71379313,3.872413793,33.54873256
10.16034492,3.867241379,25.88437037
17.7224137,4.194827586,15.56362274
2.684482783,3.882758621,10.02777672
16.83620676,4.210344828,7.398515017
11.82758621,3.925862069,6.651917361
7.612068969,4.303448276,10.09280409
10.27068966,4.446551724,12.67355608
5.615517254,4.320689655,12.05353576
20.05517238,3.246551724,10.14357412
7.974137846,3.870689655,9.98830824
7.708620715,4.010344828,9.748367679
8.403448294,4.101724138,6.760759962
20.65862075,3.832758621,5.216620748
27.60344802,3.134482759,0.713562362
33.08965524,3.453448276,6.134480327
9.924137987,3.036206897,12.14551297
5.86551726,3.703448276,10.73907878
5.372413781,3.644827586,9.413494115
17.94310332,3.410344828,8.811382404
6.496551727,4.00862069,7.609071552
1.527586201,4.236206897,6.503780145
3.131034499,4.010344828,5.936094689
2.637931027,3.717241379,4.706660122
12.31034488,4.093103448,4.494538758
20.17241384,3.306896552,4.219302593
22.09655179,2.913793103,6.205071535
15.45172406,2.856896552,7.658276755
3.429310346,3.320689655,10.15383245
3.015517239,3.927586207,10.51635134
2.334482752,3.737931034,10.63232261
8.774137909,3.8,8.891362591
26.07241396,3.394827586,6.438926646
35.11206923,2.656896552,6.304003549
25.19137929,2.725862069,7.924645551
2.0948276,3.624137931,8.72201324
1.351724125,4.029310345,11.30015717
33.56034493,4.117241379,9.146951449
13.15517254,2.929310345,11.98607421
1.987931046,3.786206897,18.42048024
12.54482744,3.739655172,14.20795857
15.71206898,3.456896552,11.62564176
12.82931035,3.327586207,9.483042104
20.87586204,3.198275862,11.67467309
31.56206868,3.29137931,11.0753433
30.57241382,2.894827586,14.65689084
11.46551725,3.334482759,23.59798024
15.78793105,3.529310345,28.78017473
13.24827589,3.198275862,31.32058888
22.98275858,3.265517241,34.78894708
42.49827603,2.989655172,35.83060207
38.73793084,2.605172414,32.54011286
5.818965525,3.363793103,33.44180254
3.803448279,3.810344828,37.9860681
0.039655173,3.955172414,39.42518986
0.086206897,4.255172414,38.04309746
5.779310325,4.187931034,36.34908232
6.634482721,4.227586207,36.17990684
2.112068972,4.265517241,28.53206229
3.779310339,4.5,10.42020125
4.975862128,4.384482759,6.359641939
1.612068956,3.748275862,5.534802795
2.958620688,3.720689655,5.174544215
5.89137926,3.498275862,4.440465197
11.77586205,3.55862069,4.53383337
2.234482748,3.312068966,4.673277087
0.889655176,3.822413793,5.049531706
1.12931035,4.329310345,5.058225204
7.286206862,4.396551724,4.516272503
0.234482751,4.384482759,3.978666553
0.76724138,4.227586207,3.427846483
3.927586203,4.065517241,3.469401406
1.503448267,4.082758621,2.463737493
1.098275866,4.224137931,2.53502418
0.370689659,4.353448276,2.405143313
2.817241409,4.243103448,2.225014022
0.870689648,4.044827586,2.101914083
0.005172414,3.915517241,2.126429748
2.539655139,3.905172414,1.610035934
4.87586211,3.782758621,1.578391599
6.515517291,3.577586207,1.464332898
17.21206895,3.065517241,1.413910606
32.98103449,2.498275862,1.595604726
25.89137924,2.85,1.327844971
7.734482788,3.074137931,1.627249061
4.579310348,3.479310345,1.748436431
4.427586258,3.493103448,2.287259472
1.072413789,3.451724138,4.629809595
7.186206954,3.582758621,5.965826454
1.258620686,3.598275862,4.830455541
1.668965545,3.777586207,4.063341229
0.539655167,3.85,2.566146906
0,3.715517241,2.406186532
0.001724138,3.851724138,2.081397425
0.853448279,3.646551724,1.946126588
2.934482734,2.984482759,1.920046093
6.336206891,3.04137931,1.419474445
2.110344851,3.568965517,1.26820757
8.384482758,3.656896552,1.422082495
5.389655123,3.567241379,1.206483731
6.568965546,3.486206897,1.387830111
4.927586219,3.472413793,1.374615993
3.215517249,3.553448276,1.690885471
0.72068965,3.487931034,1.370790854
2.377586229,3.334482759,1.166841377
3.655172403,3.284482759,1.181098715
0.294827588,3.40862069,1.366965714
